Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,1stFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,PoolArea,SalePrice
1087,1974,MeadowV,4,5,1973,334,546,1092,1,1,6,1,0,83500
1088,10574,Somerst,8,5,2005,0,1082,1953,2,1,9,3,0,252000
1089,2522,Edwards,7,5,2004,0,970,1709,2,0,7,2,0,137500
1090,3316,Somerst,8,5,2005,1039,1247,1247,1,1,4,2,0,197000
1091,8544,NAmes,3,4,1950,0,1040,1040,2,0,6,2,0,92900
1092,2160,Somerst,7,5,1999,510,624,1252,2,1,4,2,0,160000
1093,8400,SWISU,6,5,1925,423,1390,1694,2,0,7,2,0,136500
1094,9230,NAmes,5,8,1965,661,1200,1200,1,1,6,2,0,146000
1095,5868,NAmes,5,7,1956,248,936,936,1,0,4,1,0,129000
1096,9317,CollgCr,6,5,2006,24,1314,1314,2,0,6,2,0,176432
1097,6882,IDOTRR,6,7,1914,0,773,1355,1,1,7,0,0,127000
1098,3696,StoneBr,8,5,1986,0,1088,1088,1,1,5,2,0,170000
1099,6000,BrkSide,4,6,1936,672,757,1324,1,0,6,1,0,128000
1100,11880,NWAmes,7,5,1978,704,1601,1601,2,0,7,2,0,157000
1101,8400,SWISU,2,5,1920,290,438,438,1,0,3,1,0,60000
1102,9758,NAmes,5,5,1971,412,950,950,1,0,5,1,0,119500
1103,7000,NAmes,5,7,1960,588,1134,1134,1,0,6,1,0,135000
1104,8910,NAmes,6,6,1959,655,1194,1194,1,0,6,2,0,159500
1105,2016,BrDale,5,5,1970,0,630,1302,2,1,6,2,0,106000
1106,12256,NoRidge,8,5,1994,1032,1500,2622,2,1,9,2,0,325000
1107,10357,SawyerW,7,5,1990,738,1442,1442,2,0,6,2,0,179900
1108,23257,Gilbert,7,5,2006,0,887,2021,2,1,9,2,0,274725
1109,8063,Gilbert,6,5,2000,0,948,1690,2,1,7,2,0,181000
1110,11362,NridgHt,8,5,2004,1039,1836,1836,2,0,7,3,0,280000
1111,8000,Gilbert,6,5,1995,219,773,1658,2,1,8,2,0,188000
1112,10480,NWAmes,7,6,1976,403,1098,1964,2,1,8,2,0,205000
1113,7100,NAmes,5,7,1957,708,816,816,1,0,5,1,0,129900
1114,8923,NAmes,5,7,1953,643,1008,1008,1,0,6,1,0,134500
1115,5400,OldTown,5,7,1954,415,833,833,1,0,4,1,0,117000
1116,12085,NridgHt,8,5,2007,1004,1734,1734,2,0,7,3,0,318000
1117,7750,Gilbert,8,5,2002,353,779,1419,2,1,7,2,0,184100
1118,9764,Sawyer,5,7,1967,702,894,894,1,0,5,2,0,130000
1119,13825,Sawyer,5,6,1958,0,1021,1601,1,0,6,1,0,140000
1120,7560,NAmes,5,5,1959,369,1040,1040,1,0,6,1,0,133700
1121,8263,IDOTRR,6,5,1920,0,1012,1012,1,0,6,1,0,118400
1122,10084,CollgCr,7,5,2005,24,1552,1552,2,0,7,3,0,212900
1123,8926,Edwards,4,3,1956,0,960,960,1,0,5,1,0,112000
1124,9405,Edwards,5,9,1947,0,698,698,1,0,4,0,0,118000
1125,9125,Gilbert,7,5,1992,0,812,1482,2,1,7,2,0,163900
1126,10434,NAmes,4,5,1955,0,1005,1005,1,0,5,2,0,115000
1127,3684,Blmngtn,7,5,2007,0,1555,1555,2,0,7,3,0,174000
1128,14572,Gilbert,7,5,2004,1300,1530,1530,2,0,7,3,0,259000
1129,11796,Gilbert,7,5,2004,0,847,1959,2,1,8,2,0,215000
1130,7200,OldTown,5,5,1980,936,936,936,1,0,4,2,0,140000
1131,7804,SWISU,4,3,1928,622,1328,1981,2,0,7,2,0,135000
1132,10712,Mitchel,5,5,1991,212,974,974,1,0,5,0,0,93500
1133,9900,OldTown,6,4,1880,0,1178,2210,2,0,8,1,0,117500
1134,9828,SawyerW,8,5,1995,584,1142,2020,2,1,8,2,0,239500
1135,8773,Gilbert,6,5,1997,0,916,1600,2,1,7,2,0,169000
1136,6180,BrkSide,6,5,1926,0,986,986,1,0,5,1,0,102000
1137,9600,NAmes,6,5,1950,280,1032,1252,1,0,6,1,0,119000
1138,6342,Sawyer,5,8,1875,0,780,1020,1,0,6,0,0,94000
1139,9819,Mitchel,6,5,1977,1567,1567,1567,2,0,5,2,0,196000
1140,8731,BrkSide,5,5,1920,645,1167,1167,1,0,6,2,0,144000
1141,7350,NAmes,5,7,1951,852,952,952,1,0,4,2,0,139000
1142,10304,NWAmes,5,7,1976,381,1088,1868,2,1,9,2,0,197500
1143,9965,CollgCr,8,5,2006,1150,1466,2828,3,0,11,3,0,424870
1144,9000,Sawyer,5,3,1959,288,1006,1006,1,0,5,0,0,80000
1145,12180,Edwards,4,4,1941,348,672,924,1,0,5,1,0,80000
1146,6240,BrkSide,5,6,1928,0,1042,1576,1,0,8,1,0,149000
1147,11200,SawyerW,6,5,1985,1258,1298,1298,2,0,5,2,0,180000
1148,12000,Crawfor,7,7,1941,275,860,1564,1,1,7,1,0,174500
1149,5700,OldTown,7,7,1926,0,572,1111,1,0,5,1,0,116900
1150,9000,OldTown,7,9,1920,624,832,1482,1,0,7,2,0,143000
1151,8280,NAmes,6,5,1950,0,932,932,1,0,4,1,0,124000
1152,17755,Edwards,5,4,1959,176,1466,1466,1,1,6,2,0,149900
1153,14115,Crawfor,6,7,1956,296,1811,1811,1,0,6,2,0,230000
1154,5890,IDOTRR,6,8,1930,538,816,816,1,0,5,1,0,120500
1155,13700,NAmes,7,6,1965,454,902,1820,1,2,8,2,0,201800
1156,10768,Veenker,5,8,1976,1157,1437,1437,2,0,6,2,0,218000
1157,9350,NAmes,5,8,1965,633,1265,1265,2,0,6,2,0,179900
1158,5001,NridgHt,7,5,2007,904,1314,1314,2,0,6,2,0,230000
1159,11932,Somerst,8,5,2007,0,1580,1580,2,0,7,3,0,235128
1160,9120,NWAmes,6,6,1974,442,943,1876,2,1,8,2,0,185000
1161,2280,NPkVill,6,5,1978,311,855,1456,2,1,7,2,0,146000
1162,14778,Crawfor,6,7,1954,728,1640,1640,1,0,7,2,0,224000
1163,8724,Sawyer,5,5,1968,492,894,894,1,0,5,2,0,129000
1164,12900,Sawyer,4,4,1969,1198,1258,1258,0,2,6,2,0,108959
1165,16157,Veenker,5,7,1978,680,1432,1432,1,1,5,2,0,194000
1166,9541,NridgHt,7,5,2009,0,1502,1502,2,0,7,2,0,233170
1167,10475,CollgCr,8,5,2008,0,1694,1694,2,0,7,3,0,245350
1168,10852,Gilbert,6,5,2000,786,959,1671,2,1,7,2,0,173000
1169,13728,Edwards,6,7,1935,626,1236,2108,2,0,7,2,0,235000
1170,35760,NoRidge,10,5,1995,1387,1831,3627,3,1,10,3,0,625000
1171,9880,Mitchel,6,6,1977,522,1118,1118,1,0,6,1,576,171000
1172,9120,NAmes,6,6,1958,662,1261,1261,1,0,6,2,0,163000
1173,4017,Somerst,7,5,2006,0,625,1250,2,1,5,2,0,171900
1174,18030,ClearCr,5,6,1946,152,1636,3086,3,0,12,0,0,200500
1175,16560,Crawfor,6,8,1932,503,1170,2345,2,1,9,2,0,239000
1176,10678,NoRidge,8,5,1992,700,2129,2872,2,1,9,2,0,285000
1177,6951,Mitchel,5,5,1984,658,923,923,1,0,5,1,0,119500
1178,3950,OldTown,6,8,1926,468,818,1224,1,0,5,1,0,115000
1179,7681,Crawfor,5,6,1921,0,820,1343,1,1,7,1,0,154900
1180,8335,Edwards,5,5,1954,0,1124,1124,1,0,5,0,0,93000
1181,11170,Timber,7,5,1990,1216,1298,2514,2,1,8,2,0,250000
1182,5587,Crawfor,8,5,2008,1480,1652,1652,2,0,5,2,0,392500
1183,15623,NoRidge,10,5,1996,2096,2411,4476,3,1,10,3,555,745000
1184,10800,OldTown,5,6,1920,821,1130,1130,1,0,5,2,0,120000
1185,35133,Timber,5,4,1963,1159,1572,1572,1,1,5,3,0,186700
1186,9738,Edwards,5,7,1924,392,949,1221,1,0,7,1,0,104900
1187,10615,OldTown,3,5,1900,440,1014,1699,2,0,7,2,0,95000
1188,12461,NoRidge,8,5,1994,1456,1624,1624,2,0,5,3,0,262000
1189,8935,CollgCr,7,5,2002,0,831,1660,2,1,7,2,0,195000
1190,7500,Gilbert,7,5,1999,0,1028,1804,2,1,7,2,0,189000
1191,32463,Mitchel,4,4,1961,1159,1622,1622,1,0,7,4,0,168000
1192,2645,Somerst,8,5,1999,0,764,1441,2,1,5,2,0,174000
1193,9600,OldTown,5,8,1925,0,842,1472,1,0,6,1,0,125000
1194,4500,Mitchel,6,5,1999,883,1224,1224,2,0,5,2,0,165000
1195,9364,Sawyer,6,7,1969,371,663,1352,1,1,7,1,0,158000
1196,8029,Gilbert,6,5,2005,0,728,1456,2,1,8,2,0,176000
1197,14054,Gilbert,7,5,2006,0,879,1863,2,1,9,3,0,219210
1198,8850,OldTown,7,6,1916,0,815,1690,1,0,7,1,0,144000
1199,9100,CollgCr,7,5,2001,0,1212,1212,2,0,6,2,0,178000
1200,11235,Sawyer,4,5,1963,547,1382,1382,1,1,6,2,0,148000
1201,9353,NAmes,4,5,1970,0,864,864,1,0,5,1,0,116050
1202,10400,CollgCr,7,5,1998,0,866,1779,2,1,6,2,0,197900
1203,6000,BrkSide,5,8,1925,0,884,1348,1,0,5,1,0,117000
1204,9750,CollgCr,7,5,2000,0,1630,1630,2,0,6,2,0,213000
1205,10140,NWAmes,5,6,1975,788,1074,1074,1,1,6,2,0,153500
1206,14684,SawyerW,7,7,1990,485,2196,2196,2,0,7,3,0,271900
1207,8900,SawyerW,4,4,1966,1056,1056,1056,1,0,5,1,0,107000
1208,9135,CollgCr,6,5,2003,340,1700,1700,2,0,7,2,0,200000
1209,7763,NAmes,5,7,1962,504,1283,1283,1,0,6,2,0,140000
1210,10182,Somerst,8,5,2006,1220,1660,1660,2,0,8,2,0,290000
1211,11218,SawyerW,6,5,1992,0,1055,1845,2,1,8,2,0,189000
1212,12134,Gilbert,8,7,1988,427,1080,1752,2,0,8,2,0,164000
1213,9340,Edwards,4,6,1941,344,672,672,1,0,4,1,0,113000
1214,10246,Sawyer,4,9,1965,648,960,960,0,0,3,1,0,145000
1215,10205,NAmes,5,5,1962,784,999,999,1,0,6,1,0,134500
1216,7094,Sawyer,5,5,1966,180,894,894,1,0,5,1,0,125000
1217,8930,Sawyer,6,5,1978,0,1318,1902,2,0,8,2,0,112000
1218,8640,Somerst,8,5,2009,936,1314,1314,2,0,6,2,0,229456
1219,6240,BrkSide,4,5,1947,0,672,912,1,0,3,0,0,80500
1220,1680,BrDale,6,5,1971,0,672,1218,1,1,7,0,0,91500
1221,7800,NAmes,5,5,1964,312,912,912,1,0,5,1,0,115000
1222,8250,Sawyer,5,5,1968,250,1211,1211,1,0,5,1,0,134000
1223,10496,NAmes,6,6,1949,196,1168,1846,2,0,7,1,0,143000
1224,10680,NAmes,5,3,1951,756,2136,2136,2,0,7,2,0,137900
1225,15384,Gilbert,7,5,2004,724,788,1490,2,1,8,2,0,184000
1226,10482,NAmes,6,8,1958,507,1138,1138,1,0,6,1,0,145000
1227,14598,Somerst,6,5,2007,0,894,1933,2,1,9,3,0,214000
1228,8872,NAmes,5,8,1965,595,912,912,1,0,5,2,0,147000
1229,8769,NridgHt,9,5,2008,1540,1702,1702,1,1,7,3,0,367294
1230,7910,NAmes,5,5,1960,666,1507,1507,2,0,7,1,0,127000
1231,18890,Sawyer,5,5,1977,498,1361,2620,2,2,12,2,0,190000
1232,7728,NAmes,5,6,1962,803,1190,1190,1,0,6,2,0,132500
1233,9842,NAmes,4,5,1962,0,1224,1224,2,0,6,2,0,101800
1234,12160,NAmes,5,5,1959,1000,1188,1188,1,0,6,2,0,142000
1235,8525,SWISU,5,6,1911,0,1024,1964,1,1,7,0,0,130000
1236,13132,Crawfor,5,5,1914,0,892,1784,1,1,9,1,0,138887
1237,2628,NridgHt,7,5,2003,0,764,1626,2,1,6,2,0,175500
1238,12393,CollgCr,7,5,2004,0,847,1948,2,1,8,2,0,195000
1239,13072,SawyerW,6,5,2005,0,1141,1141,1,1,6,2,0,142500
1240,9037,Timber,8,5,2006,428,1484,1484,2,0,6,2,0,265900
1241,8158,CollgCr,7,5,2003,550,884,1768,2,1,8,2,0,224900
1242,9849,Somerst,7,6,2007,0,1689,1689,2,0,7,3,0,248328
1243,10625,NWAmes,7,6,1974,885,1173,1173,2,0,6,2,0,170000
1244,13891,NridgHt,10,5,2006,1386,2076,2076,2,1,7,3,0,465000
1245,11435,Crawfor,8,7,1929,0,792,1517,1,0,7,2,0,230000
1246,12090,NWAmes,6,7,1984,0,1140,1868,3,1,7,2,0,178000
1247,8125,Somerst,7,5,2005,0,756,1553,2,1,6,2,0,186500
1248,12328,Mitchel,6,5,1976,539,1034,1034,1,0,6,3,0,169900
1249,9600,OldTown,6,5,1917,319,1134,2058,1,1,8,2,0,129500
1250,7200,NAmes,5,7,1950,534,988,988,1,0,6,1,0,119000
1251,11160,NAmes,7,5,1968,1065,2110,2110,2,1,8,2,0,244000
1252,3136,NridgHt,7,5,2003,0,1405,1405,2,0,6,2,0,171750
1253,9858,Mitchel,5,6,1968,510,874,874,1,0,5,1,0,130000
1254,17542,Veenker,7,7,1974,125,1516,2167,2,1,9,2,0,294000
1255,6931,Edwards,7,5,2003,0,760,1656,2,1,7,2,0,165400
1256,6240,BrkSide,6,6,1931,425,959,1367,1,0,6,1,0,127500
1257,14303,NoRidge,8,5,1994,1314,1987,1987,2,0,7,2,0,301500
1258,4060,Edwards,5,8,1922,0,864,864,1,0,4,0,0,99900
1259,9587,Gilbert,7,5,2005,655,1166,1166,2,0,5,2,0,190000
1260,9750,NAmes,6,8,1969,602,1054,1054,1,1,6,2,0,151000
1261,24682,Gilbert,6,5,1999,0,892,1675,2,1,7,2,0,181000
1262,9600,NAmes,5,6,1956,504,1050,1050,1,0,5,1,0,128900
1263,11250,ClearCr,4,5,1957,0,1104,1788,1,0,8,1,0,161500
1264,13515,BrkSide,6,6,1919,0,1060,1824,1,0,8,2,0,180500
1265,4060,NAmes,6,5,1998,266,1337,1337,2,0,5,2,0,181000
1266,3735,Somerst,7,5,1999,450,713,1452,2,1,6,2,0,183900
1267,10120,OldTown,7,4,1910,0,964,1889,1,1,9,1,0,122000
1268,13214,Timber,9,5,2008,0,2018,2018,2,0,10,3,0,378500
1269,14100,Crawfor,8,9,1935,192,1968,3447,3,1,11,3,0,381000
1270,11344,NAmes,5,5,1958,460,874,1524,1,1,7,1,0,144000
1271,23595,ClearCr,7,6,1979,1258,1332,1524,0,1,4,2,0,260000
1272,9156,NWAmes,6,7,1968,0,1489,1489,2,0,7,2,0,185750
1273,13526,Sawyer,5,6,1965,560,935,935,1,0,5,1,0,137000
1274,11512,Edwards,6,7,1959,719,1357,1357,1,0,5,1,0,177000
1275,5362,Crawfor,5,6,1910,0,661,1250,2,0,8,2,0,139000
1276,11345,NAmes,5,5,1948,220,928,1920,2,0,10,2,0,137000
1277,12936,NWAmes,6,6,1972,593,735,1395,1,1,6,2,0,162000
1278,17871,NWAmes,6,5,1967,528,1724,1724,1,1,7,2,0,197900
1279,9473,CollgCr,8,5,2002,804,1128,2031,2,1,7,2,0,237000
1280,7500,IDOTRR,4,4,1920,0,698,1128,1,0,6,2,0,68400
1281,9808,CollgCr,7,5,2002,788,1573,1573,2,0,6,2,0,227000
1282,8049,Timber,7,5,1990,1053,1339,1339,2,0,6,2,0,180000
1283,8800,CollgCr,5,7,1977,532,1040,1040,2,0,5,2,0,150500
1284,9400,Mitchel,6,5,1971,0,912,1824,2,2,8,0,0,139000
1285,9638,SWISU,6,7,1919,0,1699,2447,2,0,10,1,0,169000
1286,6000,BrkSide,6,6,1939,0,825,1412,1,0,6,1,0,132500
1287,9790,NWAmes,6,5,1963,569,1328,1328,1,1,6,2,0,143000
1288,36500,ClearCr,5,5,1964,812,1582,1582,2,0,7,2,0,190000
1289,5664,StoneBr,8,5,2000,1158,1659,1659,2,0,5,2,0,278000
1290,11065,NridgHt,8,5,2006,0,1120,1970,2,1,8,3,0,281000
1291,14112,NAmes,5,7,1964,1014,1152,1152,1,0,6,2,0,180500
1292,1680,BrDale,5,7,1972,231,630,1302,2,1,6,1,0,119500
1293,6600,OldTown,5,4,1892,0,1378,2372,2,0,11,1,0,107500
1294,10140,NWAmes,7,5,1976,194,832,1664,2,1,8,2,0,162900
1295,8172,Edwards,5,7,1955,167,864,864,1,0,5,2,0,115000
1296,8400,NAmes,5,5,1968,1016,1052,1052,1,1,5,1,0,138500
1297,8700,NAmes,5,6,1963,776,1128,1128,2,0,6,2,0,155000
1298,3675,Edwards,6,5,2005,547,1072,1072,2,0,5,2,0,140000
1299,63887,Edwards,10,5,2008,5644,4692,5642,2,1,12,2,480,160000
1300,7500,NAmes,5,7,1959,340,1246,1246,1,1,6,1,0,154000
1301,10762,Gilbert,7,5,1999,694,1005,1983,2,1,9,2,0,225000
1302,7500,Crawfor,6,7,1942,547,753,1494,1,0,7,1,0,177500
1303,10120,NoRidge,8,5,1994,740,1203,2526,2,1,8,3,0,290000
1304,8688,Somerst,7,5,2005,0,1616,1616,2,0,7,3,0,232000
1305,3363,Edwards,7,5,2004,0,976,1708,2,0,7,2,0,130000
1306,13173,NridgHt,9,5,2006,1572,1652,1652,2,0,6,2,0,325000
1307,6955,NridgHt,7,5,2005,0,1368,1368,2,0,6,2,0,202500
1308,8072,CollgCr,5,5,1994,746,990,990,1,0,5,2,0,138000
1309,12000,OldTown,5,7,1948,144,1122,1122,1,0,6,2,0,147000
1310,7153,SawyerW,6,5,1991,1200,1294,1294,2,0,6,2,0,179200
1311,17500,Crawfor,7,8,1959,1406,1902,1902,2,0,7,2,0,335000
1312,8814,CollgCr,7,5,2005,925,1274,1274,2,0,6,2,0,203000
1313,9572,NoRidge,8,5,1990,482,1453,2810,2,1,9,2,0,302000
1314,14774,NoRidge,9,5,1999,0,1422,2599,2,1,10,3,0,333168
1315,8190,Edwards,4,6,1954,732,948,948,1,0,5,1,0,119000
1316,11075,NAmes,6,5,1969,500,1092,2112,2,1,9,2,0,206900
1317,10226,CollgCr,8,5,2008,0,1630,1630,2,0,8,3,0,295493
1318,4230,Somerst,7,5,2006,0,1352,1352,2,0,5,2,0,208900
1319,14781,CollgCr,8,5,2001,0,1787,1787,2,0,7,3,0,275000
1320,10215,Edwards,4,5,1954,492,948,948,1,0,5,1,0,111000
1321,8400,NAmes,6,3,1957,189,1478,1478,1,1,6,2,0,156500
1322,6627,BrkSide,3,6,1949,0,720,720,1,0,4,1,0,72500
1323,10186,NoRidge,7,5,1992,674,1061,1923,2,1,8,2,0,190000
1324,5330,BrkSide,4,7,1940,280,708,708,1,0,5,0,0,82500
1325,9986,Somerst,8,5,2006,0,1795,1795,2,0,7,3,0,147000
1326,3636,IDOTRR,4,4,1922,0,796,796,1,0,5,0,0,55000
1327,4270,Edwards,3,6,1931,544,774,774,1,0,6,0,0,79000
1328,6600,Mitchel,5,9,1982,641,816,816,1,0,5,1,0,130500
1329,10440,OldTown,6,7,1920,493,1584,2792,2,0,8,2,0,256000
1330,9084,Gilbert,7,5,1998,0,955,1632,2,1,8,2,0,176500
1331,10000,Somerst,8,5,2006,0,1588,1588,2,0,7,3,0,227000
1332,10780,CollgCr,5,5,1976,483,954,954,1,0,6,2,0,132500
1333,8877,Edwards,4,6,1938,690,816,816,1,0,3,1,0,100000
1334,7200,IDOTRR,5,6,1938,0,803,1360,1,1,6,1,0,125500
1335,2368,BrDale,5,6,1970,765,765,1365,1,1,7,2,0,125000
1336,9650,NWAmes,6,5,1977,686,1334,1334,2,0,6,2,0,167900
1337,9246,NWAmes,5,5,1973,0,1656,1656,2,0,8,2,0,135000
1338,4118,OldTown,4,4,1941,0,693,693,1,0,4,0,0,52500
1339,13450,CollgCr,7,5,2002,700,920,1861,2,1,8,2,0,200000
1340,9560,CollgCr,5,7,1972,360,864,864,1,0,5,1,0,128500
1341,8294,NAmes,4,5,1971,0,872,872,1,0,5,4,0,123000
1342,13695,SawyerW,6,5,2003,814,1114,1114,1,0,6,2,0,155000
1343,9375,CollgCr,8,5,2002,0,1284,2169,2,1,7,2,0,228500
1344,7558,Crawfor,6,6,1928,0,1172,1913,1,1,9,2,0,177000
1345,11103,CollgCr,7,5,2006,0,728,1456,2,1,8,2,0,155835
1346,6000,OldTown,4,4,1920,250,960,960,1,0,5,1,0,108500
1347,20781,NWAmes,7,7,1968,297,2156,2156,2,0,9,2,0,262500
1348,15306,Timber,8,5,2006,80,1776,1776,2,0,7,3,0,283463
1349,16196,SawyerW,7,5,1998,1443,1494,1494,2,0,5,2,0,215000
1350,5250,OldTown,8,5,1872,259,938,2358,2,0,8,0,0,122000
1351,11643,NAmes,5,5,1969,500,1338,2634,2,2,12,4,0,200000
1352,9247,NAmes,6,6,1962,319,858,1716,1,1,8,2,0,171000
1353,6000,BrkSide,6,9,1937,0,786,1176,1,0,4,2,0,134900
1354,14720,NoRidge,8,5,1995,816,2053,3238,2,1,9,3,0,410000
1355,10316,CollgCr,7,5,2000,735,992,1865,2,1,7,3,0,235000
1356,10192,NWAmes,7,6,1968,0,1222,1920,3,0,8,2,0,170000
1357,9477,NAmes,5,5,1966,340,892,892,1,0,5,1,0,110000
1358,12537,NAmes,5,6,1971,734,1078,1078,1,1,6,2,0,149900
1359,2117,Somerst,6,5,2000,378,769,1573,2,1,5,2,0,177500
1360,16737,NridgHt,9,5,2004,1447,1980,1980,2,0,8,3,0,315000
1361,9842,SWISU,5,6,1921,0,990,2601,3,1,8,2,0,189000
1362,16158,StoneBr,7,5,2005,1274,1530,1530,2,0,7,2,0,260000
1363,12513,NAmes,4,4,1920,0,1281,1738,2,0,7,1,0,104900
1364,8499,Gilbert,6,5,2006,0,616,1412,2,1,6,2,0,156932
1365,3180,Somerst,7,5,2005,0,520,1200,2,1,4,2,0,144152
1366,7500,Somerst,7,5,2000,533,814,1674,2,1,7,2,0,216000
1367,9179,CollgCr,7,5,1999,633,882,1790,2,1,7,2,0,193000
1368,2665,MeadowV,5,6,1977,548,925,1475,2,0,6,1,0,127000
1369,4435,CollgCr,6,5,2003,685,848,848,1,0,4,2,0,144000
1370,10635,CollgCr,8,5,2003,370,1668,1668,2,0,8,2,0,232000
1371,5400,OldTown,4,6,1920,315,840,1374,1,0,6,1,0,105000
1372,9600,NAmes,6,6,1955,831,1661,1661,1,0,8,1,0,165500
1373,9750,CollgCr,7,6,1998,975,1108,2097,2,1,8,2,0,274300
1374,11400,NoRidge,10,5,2001,1282,2633,2633,2,1,8,3,0,466500
1375,10625,Somerst,7,5,2005,0,1026,1958,2,1,9,3,0,250000
1376,10991,Timber,8,5,2007,0,1571,1571,2,0,7,3,0,239000
1377,6292,SWISU,6,5,1930,384,790,790,1,0,4,1,0,91000
1378,10998,Edwards,5,5,1941,408,984,1604,2,0,6,2,0,117000
1379,1953,BrDale,6,5,1973,309,483,987,1,1,5,1,0,83000
1380,9735,Timber,5,5,2006,0,754,1394,2,1,7,2,0,167500
1381,8212,Edwards,3,3,1914,203,864,864,1,0,5,1,0,58500
1382,12925,NAmes,6,7,1970,865,2117,2117,2,1,7,2,0,237500
1383,7200,OldTown,7,7,1920,0,998,1762,1,1,8,2,0,157000
1384,25339,Sawyer,5,7,1918,0,1416,1416,2,0,7,2,0,112000
1385,9060,Edwards,6,5,1939,204,698,1258,1,0,6,1,0,105000
1386,5436,IDOTRR,4,8,1922,735,796,1154,1,0,7,1,0,125500
1387,16692,NWAmes,7,5,1978,790,1392,2784,3,1,12,2,519,250000
1388,8520,OldTown,6,7,1916,168,1664,2526,2,0,10,1,0,136000
1389,14892,Gilbert,9,5,2006,1320,1746,1746,2,0,7,3,0,377500
1390,6000,BrkSide,6,6,1941,375,869,1218,1,0,6,2,0,131000
1391,9100,CollgCr,7,5,2000,1400,1525,1525,2,0,6,2,0,235000
1392,8944,NAmes,5,5,1967,0,1584,1584,2,0,8,3,0,124000
1393,7838,NAmes,5,5,1967,769,900,900,1,0,6,1,0,123000
1394,10800,OldTown,6,7,1905,0,1221,1912,2,0,7,2,0,163000
1395,4045,Blmngtn,7,5,2006,1070,1500,1500,2,0,6,3,0,246578
1396,12665,Timber,8,5,2005,0,1133,2482,2,1,9,3,0,281213
1397,57200,Timber,5,5,1948,353,1687,1687,1,0,7,2,0,160000
1398,6120,BrkSide,5,8,1920,0,939,1513,1,1,8,1,0,137500
1399,7200,NAmes,5,4,1950,180,1136,1904,1,1,7,1,0,138000
1400,6171,SWISU,6,6,1925,264,1160,1608,2,1,7,1,0,137450
1401,6000,BrkSide,6,7,1929,0,950,1158,1,0,5,1,0,120000
1402,7415,Gilbert,6,5,2004,759,864,1593,2,1,8,2,0,193000
1403,6762,CollgCr,7,5,2006,0,1294,1294,2,0,6,2,0,193879
1404,15256,Somerst,8,5,2007,929,1464,1464,2,0,6,3,0,282922
1405,10410,OldTown,3,4,1915,0,694,1214,1,0,6,3,0,105000
1406,3842,Crawfor,8,5,2004,1373,1646,1646,2,0,5,2,0,275000
1407,8445,CollgCr,5,7,1972,656,768,768,1,0,5,2,0,133000
1408,8780,Mitchel,5,5,1985,625,833,833,1,0,5,0,0,112000
1409,7740,OldTown,4,7,1910,0,741,1363,1,0,6,2,0,125500
1410,20544,NWAmes,7,6,1986,0,1236,2093,2,1,7,2,0,215000
1411,12420,CollgCr,7,5,2001,666,944,1840,2,1,6,2,0,230000
1412,9600,NAmes,6,8,1950,120,1112,1668,1,1,6,1,0,140000
1413,7200,NAmes,4,5,1949,0,1040,1040,2,0,6,2,0,90000
1414,10994,SawyerW,8,5,2005,976,1844,1844,2,0,7,2,0,257000
1415,13053,BrkSide,6,7,1923,0,1053,1848,1,1,8,2,0,207000
1416,3635,Blmngtn,7,5,2007,988,1569,1569,2,0,7,3,0,175900
1417,11340,OldTown,4,6,1885,0,1246,2290,2,0,11,2,0,122500
1418,16545,NoRidge,8,5,1998,781,1310,2450,2,1,7,3,0,340000
1419,9204,NAmes,5,5,1963,25,1144,1144,1,1,6,1,0,124000
1420,16381,Crawfor,6,5,1969,1110,1844,1844,2,0,7,2,0,223000
1421,11700,NWAmes,6,6,1968,404,708,1416,2,1,7,2,0,179900
1422,4043,NPkVill,6,5,1977,360,1069,1069,2,0,4,2,0,127500
1423,4435,CollgCr,6,5,2003,686,848,848,1,0,3,2,0,136500
1424,19690,Edwards,6,7,1966,0,1575,2201,2,0,8,2,738,274970
1425,9503,NAmes,5,5,1958,457,1344,1344,1,0,6,1,0,144000
1426,10721,NAmes,6,6,1959,0,1252,1252,1,0,7,2,0,142000
1427,10944,NoRidge,7,5,1994,1000,1223,2127,2,1,5,2,0,271000
1428,10930,NAmes,5,6,1945,580,1048,1558,1,1,6,1,0,140000
1429,7200,OldTown,5,7,1940,510,804,804,1,0,4,1,0,119000
1430,12546,NWAmes,6,7,1981,678,1440,1440,2,0,7,2,0,182900
1431,21930,Gilbert,5,5,2005,0,734,1838,2,1,7,2,0,192140
1432,4928,NPkVill,6,6,1976,958,958,958,2,0,5,2,0,143750
1433,10800,OldTown,4,6,1927,0,968,968,2,0,5,1,0,64500
1434,10261,Gilbert,6,5,2000,0,962,1792,2,1,8,2,0,186500
1435,17400,Mitchel,5,5,1977,936,1126,1126,2,0,5,2,0,160000
1436,8400,NAmes,6,9,1962,0,1537,1537,1,1,7,2,0,174000
1437,9000,NAmes,4,6,1971,616,864,864,1,0,5,2,0,120500
1438,12444,NridgHt,8,5,2008,1336,1932,1932,2,0,7,3,0,394617
1439,7407,OldTown,6,7,1957,600,1236,1236,1,0,6,2,0,149700
1440,11584,NWAmes,7,6,1979,315,1040,1725,2,1,6,2,0,197000
1441,11526,Crawfor,6,7,1922,0,1423,2555,2,0,11,2,0,191000
